tau_G_full,tau_G_trunc,acf_cut,cut_lag_s,tau_bound,psd_S0_one_sided,psd_S0_trunc,var_pi,l1_abs,kk_seed,tau_KK,passivity_ok
3.2134570837616394e-09,1.9521713112953716,zero,10.44,0.0198487052237275,6.426914563040231e-09,3.858127845758832,0.9881632373745812,49.47262147600805,tau_G_trunc,2.0010228021465504,True
